"time [h]"	"Agitated rep 1"	"Agitated rep 2"	"Agitated rep 3"	"Idle rep 1"	"Idle rep 2"	"Idle rep 3"
3139.8				0.527104448463922	0.477880806778025	0.418049923112535
3160.2				0.537443926564822	0.494374097542961	0.422817489608587
3180				0.544900363469122	0.512721602983954	0.425560931381754
3199.8				0.547045483407068	0.520660919967075	0.438307898644882
3220.2				0.543347296634049	0.539889433486195	0.444823572856153
3240				0.566162792294043	0.543024183159531	0.456525021150849
3259.8				0.570435871210431	0.547890216149185	0.477719781678911
3280.2				0.582971952127787	0.577096658367093	0.487790220382852
3300				0.59308833775514	0.570673494820748	0.499065096938428
3319.8				0.607632250934414	0.59599735492691	0.503163531294683
3340.2				0.621403920936027	0.604325954549203	0.510892007509335
3360				0.624913337154507	0.605350382547025	0.521974508574719
3379.8				0.641739657947755	0.622745169950044	0.538284604482265
3400.2				0.640117947274668	0.634812931764388	0.554126307891953
3420				0.644279479954283	0.646337746739886	0.562523916246403
3439.8				0.659449768155437	0.657319614876539	0.572887100261505
3460.2				0.66966053906006	0.671651362566069	0.576717881761842
3480				0.673478852549604	0.682121016703811	0.583317197490587
3499.8				0.687756770856572	0.690111555086823	0.589339386748758
3520.2				0.697598581131868	0.693195083360267	0.605022171275244
